id,y
1,81.41163635253906
2,102.05462646484375
3,89.16211700439453
4,77.74609375
5,114.11589050292969
8,93.92936706542969
10,114.5726547241211
11,105.5177993774414
12,115.75041961669922
14,96.88594055175781
15,115.74219512939453
16,113.66618347167969
17,109.5943832397461
19,96.16082000732422
20,111.33316802978516
21,112.49042510986328
22,116.21504211425781
23,109.5943832397461
26,94.9750747680664
28,94.9505615234375
29,104.93140411376953
33,98.24061584472656
35,93.8079605102539
41,98.4061050415039
42,93.9910888671875
43,116.21985626220703
45,103.08606719970703
46,103.74644470214844
51,95.29593658447266
53,79.70747375488281
55,114.92442321777344
56,94.0006103515625
57,103.70986938476562
58,94.14680480957031
59,103.15990447998047
63,112.05823516845703
64,95.3399887084961
65,104.27886962890625
69,95.02438354492188
71,95.65687561035156
72,103.26522064208984
73,93.6856918334961
76,103.50806427001953
77,104.59613037109375
78,115.62067413330078
82,94.21206665039062
83,104.20865631103516
84,94.3894271850586
85,103.89435577392578
87,112.41029357910156
88,94.00767517089844
89,113.70256042480469
91,94.16092681884766
93,94.74829864501953
94,106.98302459716797
95,93.81627655029297
96,111.69668579101562
97,93.39988708496094
98,113.40457153320312
99,94.26153564453125
101,103.8951644897461
103,113.70256042480469
104,92.81442260742188
105,113.37911987304688
110,94.68899536132812
111,112.6772689819336
113,115.5089111328125
114,93.87682342529297
115,116.6181640625
117,113.69306945800781
120,94.24288940429688
121,111.8992919921875
122,93.37157440185547
123,112.74760437011719
126,111.92411804199219
132,111.52049255371094
135,104.85746765136719
137,103.74407196044922
138,94.2613754272461
140,94.1526107788086
142,112.60581970214844
144,112.07076263427734
148,92.23945617675781
149,113.04002380371094
155,93.3102035522461
156,111.6138916015625
157,93.49281311035156
162,114.29403686523438
163,94.20870208740234
167,93.92744445800781
172,116.10771942138672
179,113.38453674316406
180,93.13285827636719
181,111.58454895019531
182,94.4081039428711
183,113.67920684814453
185,113.67920684814453
187,112.38883209228516
188,93.95750427246094
189,93.3769302368164
191,94.043701171875
192,112.93746948242188
193,93.44488525390625
194,112.41289520263672
195,93.49891662597656
196,113.91206359863281
198,95.49825286865234
199,112.15442657470703
201,104.3059310913086
204,94.74774169921875
205,107.80284881591797
206,93.14159393310547
210,93.80352783203125
211,104.0466537475586
216,111.95439910888672
219,115.40713500976562
220,94.23999786376953
221,111.47989654541016
226,111.58454895019531
227,94.00289154052734
228,112.34060668945312
230,111.77373504638672
231,93.02371215820312
235,115.91101837158203
236,94.76824951171875
238,111.69847869873047
242,105.2812271118164
243,93.76094055175781
244,78.27787017822266
245,111.84016418457031
247,113.15502166748047
